name,URL,update_time,description,location,category,stage,social_media,age,create_time,close_time,employees,type,source
Twine,None,None,None,Manchester UK,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Employment Hero,None,None,None,Australia,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
PetDesk,None,None,None,Kontak,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Swish Analytics,None,None,None,San Francisco CA (remote),None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Coinlist,None,None,None,San Francisco CA / New York NY / Montreal Canada,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Compass,None,None,None,Boston Massachusetts United States,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Quorum Analytics,None,None,None,Brazil,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
PayFit,None,None,None,Barcelona,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Squadstack,None,None,None,Noida / Bangalore / Mumbai IN,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Binance,None,None,None,Asia,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Omada Health,None,None,None,USA,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Vaticle,None,None,None,Warsaw,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Discord,None,None,None,San Francisco CA or,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
SonderMind,None,None,None,Denver CO or,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
NerdWallet,None,None,None,San Francisco CA or  (Based in the U.S.),None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Solana,None,None,None,San Francisco NYC Chicago or   N. America,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
proton.ai,None,None,None,Cambridge Massachusetts,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Tonal,None,None,None,Toronto ON,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
stord,None,None,None,Atlanta GA United States (),None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
CARTO,None,None,None,Hong Kong,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Blockchain.com,None,None,None,London hybrid,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Plume,None,None,None,Tokyo Japan,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
OpenSea,None,None,None,,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Included Health,None,None,None,,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Contentful,None,None,None,United States,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
substack,None,None,None,San Francisco CA,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Carbon Health,None,None,None,Los Alamitos CA,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Automox,None,None,None,Denver CO,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Nav,None,None,None,Draper Utah United States,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Hippo,None,None,None,Dallas TX / Austin TX / Bedminster NJ,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Healthie,None,None,None,,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
WorkMotion,None,None,None,Porto,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Ometria,None,None,None,London,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
COWBOY SA,None,None,None,Brussels,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Airtable,None,None,None,Mountain View CA; San Francisco CA; Los Angeles CA; New York NY,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Zylo,None,None,None,US,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Truebill,None,None,None,Washington D.C. San Francisco CA New York NY  (USA),None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
IO Global,None,None,None,Wyoming USA,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
LaunchDarkly,None,None,None,US,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Streamhub Limited,None,None,None,London GB,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
The Room,None,None,None,,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Pixie,None,None,None,Lisbon,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Sana Benefits,None,None,None,,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Chainlink,None,None,None,United States /,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Neo Cybernetica,None,None,None,Kyiv Ukraine or Ukraine remote,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Founders Factory,None,None,None,London/Hybrid,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Covariant,None,None,None,Germany,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Perpetua Labs,None,None,None,Toronto,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
WATTx,None,None,None,Berlin DE,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
burrow,None,None,None,New York United States,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Finch,None,None,None,San Francisco Seattle NYC Toronto,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Scribd,None,None,None,US Canada,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Lattice,None,None,None,SF NYC,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Saltbox,None,None,None,,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Pearl Certification,None,None,None,Raleigh NC,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Slate,None,None,None,Szeged,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Threads Styling,None,None,None,London,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Roofstock,None,None,None,United States,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
MindsDB,None,None,None,Bay Area,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Dealpath,None,None,None,New York NY San Francisco CA,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Philo,None,None,None,,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Mark43,None,None,None,,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Softrams,None,None,None,USA,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Educative,None,None,None,Lahore,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Step,None,None,None,Palo Alto CA or,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Virtual Internships,None,None,None,job,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Simon Data,None,None,None,NYC Hybrid or   USA,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
truera,None,None,None,Europe,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Ribbon Health,None,None,None,NYC,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
SpotMe,None,None,None,(Europe),None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Focused Labs,None,None,None,,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
PatSnap,None,None,None,North Carolina,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
UpMetrics,None,None,None,New York NY,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
The Block Crypto,None,None,None,within United States,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
DFINITY Foundation,None,None,None,Zurich CH,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Circle,None,None,None,New York,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Front,None,None,None,San Francisco CA,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Culdesac,None,None,None,Tempe AZ,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Retorio,None,None,None,München Bayern Germany,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
stakefish,None,None,None,Decentralized on Sol III,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
B12,None,None,None,Anywhere,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Around,None,None,None,,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
KittyCAD,None,None,None,,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Agency Enterprise Studio,None,None,None,Florianopolis office/ Brazil remote,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
anchorage,None,None,None,United States,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
MissionWired,None,None,None,United States   Flexibility,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Concord,None,None,None,France,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
GRID esports,None,None,None,job,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
n8n,None,None,None,Berlin,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Windfall,None,None,None,San Francisco,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
ReviewTrackers,None,None,None,,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
Axiom Zen,None,None,None,US / Canada,None,None,None,None,None,None,None,None,2 0 0 0 2 0 0 0 0 0 0 0 0 0
BYou Laser Clinic,https://www.byoulaserclinic.com/,None,"Description:
	Ready for the ultimate beauty experience? Look no further than BYou Manhattan - now conveniently located in the heart of the Big Apple! Our licensed aestheticians and injectors are pros at making everyone look their best. We have you covered on your cosmetic journey from laser to skin treatments, body contouring, or injections. Don't wait any longer- book a free consultation with our team today and let us help you be beautiful inside & out! 
Business Hours:
	Mon: 10:00 - 19:00
	Tue: 10:00 - 19:00
	Wed: 10:00 - 19:00
	Thu: 10:00 - 19:00
	Fri: 10:00 - 18:00
	Sat: 10:00 - 18:00
	Sun: Closed 
For more information, please contact us with the following details:
Contact Email:
manhattan@byoulaserclinic.com
Contact Telephone:
	+1 212-372-7331","United States, New York, NY 10016",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
The Wright Group,https://wrightgroupre.com/,None,"Description:
	Trusted, local Listing Specialists who will help you achieve your real estate goals and tell your home's story like no one else can. The Wright Group will MAXIMIZE your home's equity with unrivaled storytelling power and exceptional sales expertise!
Business Hours:
	Mon-Sun: 24 hours
Payment Methods:
	Financing Available, Personal Check
For more information, please contact us with the following details: 
Contact Telephone:
	+1 973-289-8972
Contact Email:
CWright@christiesrealestategroup.com
Other Social Media Profiles:
https://www.instagram.com/montclair.realestate/?hl=en","United States, Montclair, NJ 07042",['Other'],None,None,None,None,None,2,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Bling Cloud,https://www.bling.cloud,None,"Bling is All In One Customer Communication Platform.
 
Bling helps businesses manage all their customer communication in one single place powered by a unified inbox, VoIP business phone and an inbuilt CRM. We are backed by Techstars Atlanta powered by JP Morgan.
We offer Sales Dialer, VoIP based Business phone, IVR, Call Queue, Call Recording & Forwarding, Live Call Transfer, Click to Call, Call whispering, Smart CRM,  Integrations (with Social media,Google Gmail & calendar,Calendly, zapier, hubspot, pipedrive) Feature at one place.","United States, Los Angeles, CA, USA, CA 90036","['IT.SaaS', 'IT.Software']",None,None,None,None,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Scalp Micropigmentation in Chicago,https://www.microscalpchi.com/,None,"Chicago residents, both gentlemen and ladies, can now indulge in the wonders of scalp micropigmentation for an elevated hair transformation. Following the scalp micro pigmentation process, clients are treated to a delicately refined and authentic hair enhancement. While the results boast long-lasting qualities, a gradual fade over time may necessitate periodic touch-up treatments to sustain your preferred visual outcome.","United States, Lansing, IL 60438",['Fashion / Lifestyle / Textile'],Co-Founder,None,None,2020/02/2,None,50,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Auto Buyers Market,https://www.autobuyersmarket.com,None,"Shop used cars for sale by participating dealers; research and compare different makes, models, and prices; and find local dealers throughout the United States.
For Shoppers:
Auto Buyers Market helps users find used cars for sale by syndicating inventory from our ""participating dealerships."" We pre-screen these dealerships, ensuring legitimacy and financing options. Our service is free to consumers.
For Dealers:
Our website connects local consumers with their desired vehicles through participating dealerships. We leverage behavioral advertising to achieve this efficiently. Our experience in the used car industry helps dealers effectively market their inventory to a wide audience at a low cost. Dealers pay a minimal fee for inclusion.","United States, West Palm Beach, FL 33401",['Automotive and Services'],Shipping,None,None,2022/01/1,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Kimberlite Partners,https://www.kimberlitepartners.com,None,"In the current subscription economy, everyone is looking for the diamonds of additional ARR, higher renewals, increased stickiness, and higher satisfaction with their installed base. 
Kimberlite Partners, named after the rock most sought after for its diamond content, was formed to help Software Providers and Solution Providers find these subscription diamonds. 
With a deep understanding of how to turn professional Services into ARR through Managed Application Consulting (MAC) offerings, Kimberlite Partners will provide the skills to develop, execute, manage, and deliver your MAC solution through a combination of consulting, system solutions, and a white label delivery team.  
Services range from MAC Evaluation to a turnkey MAC-in-a-Box.","United States, San Jose, CA 95125",['Management Consulting'],Mature,None,None,2020/01/1,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Order Ativan Online Home Delivery,https://frozenpainkiller.mystrikingly.com/,None,"Order Ativan Online - Compare Ativan Prices and Order Buy Ativan online without prescription fast delivery. We offer high quality generic Ativan at discounted price from a trusted online pharmacy . Buy Ativan online without prescription and save money. If you are looking to buy discount Ativan and other drugs online, then visit us as we offer you the best prices on the entire internet. We also offer a great choice of special offers, deals and discounts on all our online drugs.
CLICK HERE TO ORDER NOW
Super provides all medicines! ©2010-2023.
	Coupon Code: SALE10
	FDA Approved Legit Pharmacy
	Top pharmacy list! Best price online!
	24/7 customer support!
	Many payment options:
	Visa, MasterCard, eCheck, Amex, wire transfer, etc.
	Shopping is 100% safe as we have been in business for many years.
	Fast and guaranteed worldwide shipping!
	Free bonus pills with every order!
	Guaranteed shipping to the USA.
	No prescription required.","United States, New York, HI 46601",['Automotive and Services'],Idea,None,None,1993/02/2,None,500,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Taylor-Made Health and Wellness,https://tayloredwellness.com,None,"Experience total wellness at Taylore Wellness, your trusted chiropractor, Clermont. Our dedicated team is committed to improving your health and well-being through personalized chiropractic care. Discover relief and vitality. Visit our clinic today.","India, Clermont Punjab 34711",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Nector,https://nector.io/,None,"Nector is a loyalty and referral app designed for e-commerce businesses of any size, as well as marketing professionals. It offers a user-friendly interface, seamless integration with popular e-commerce platforms, and affordable pricing plans, making it accessible and manageable. Nector enables businesses to create and manage effective loyalty programs, track referral performance, gather customer insights, and ultimately enhance customer loyalty, drive growth, and optimize marketing strategies. Additionally, it benefits customers by providing rewards and exclusive discounts, while encouraging them to refer friends and family, fostering a mutually beneficial relationship.
Shopify Loyalty App","United States, New York, NY 10009",['E-commerce'],Shipping,None,None,None,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Singing Springs Resort,https://singingspringsresort.com,None,Phone: 541-247-6162,"United States, Agness, OR 97406",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Excel Steel,https://excel-steel.com/,None,"Address:
	424 Berlin Street, East Berlin, Connecticut, 06023-1125
Website:
https://excel-steel.com/
Description:
	If you are looking for a steel fabrication CT company, look no further than Excel Steel. We are fabrication experts and specialize in welding, erecting, structural detailing and miscellaneous metal. We provide both residential and commercial services, no job is too big for us! If you need a structure designed, built, delivered and installed, allow us to be your solution. We have over 60 years of combined experience and provide expert services.
List of Services:
	Welding
	Drilling
	Bending Shearing Plasma Cutting
Number of Employees:
	15
Business Hours:
	Mon: 07:00 - 15:30
	Tue: 07:00 - 15:30
	Wed: 07:00 - 15:30
	Thu: 07:00 - 15:30
	Fri: 07:00 - 15:30
	Sat: Closed
	Sun: Closed
Date of Company Formation:
	2018
Payment Methods:
	Cash, Personal Check, Visa, Invoice, Financing Available, Mastercard, Insurance, PayPal, American Express, ATM / Debit, Discover
For more information, please contact us with the following details:
Contact Telephone:
	860-854-3054
Contact Email:
info@excel-steel.com
Social Media Profiles: 
https://www.instagram.com/excelsteelct/","United States, East Berlin, CT 06023-1125",['Other'],None,None,None,2018/01/1,None,15,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
J. Juniper,https://jjuniper.net/,None,"J. Juniper has been an aspiring actress, since the age of 3. By the age of seventeen, however, it had become abundantly clear to her father that she was going to need a second career choice to support herself after graduation.","United States, Friendswood, TX -",['Printing and Publishing'],None,None,None,None,None,1,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Massage By Lea,https://massage-by-lea.chrone.work/,None,"Through personalized massages, we can target the vital areas you need the most work on; with an assortment of organic and hypoallergenic products, you can relax knowing your skin is being nourished. We are committed to bringing a more fulfilling experience to you. We at Massage by Lea aim to help you feel rejuvenated, full of energy, and satisfied. We can come to you or you can come to us. Best Massage Therapist in Cape Coral. Book us on : https://massage-by-lea.chrone.work/","United States, Cape Coral, FL 33904",['Startup Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Zarla Inc,https://www.zarla.com/website-builder,None,We create AI-powered tools that help entrepreneurs and startups launch their businesses faster.,"United States, Claymont, DE 19703",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Happy Haus,https://happyhauspros.com/holiday-lighting/,None,"Welcome to Happy Haus! We are your premier Christmas light installers near Portland. Brighten up your festive season with our expert team, dedicated to transforming your home into a magical winter wonderland. We ensure a joyful, stress-free experience, from elegant designs to dazzling displays. Create lasting memories with Happy Haus. Book now and make this holiday season extraordinary!","United States, Portland, OR 97224",['Other'],Mature,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
"Martha's Vineyard Endodontics, P.C.",https://marthasvineyardendo.com,None,Phone: 508-687-9950,"United States, Vineyard Haven, MA 02568",['Healthcare / Medical Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Luna Restaurant,http://lunaristorante.us,None,Phone: 925-691-4080,"United States, Concord, CA 94520",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
DreSlay,https://dreslay.chrone.work/,None,"DreSlay, the premier hair salon in Cincinnati, is where you'll find the most talented Stylists and Hairdressers in town. Offering a wide range of services, from Knotless Braids to Stitches Ponytails and Braids, we pride ourselves on delivering personalized and one-on-one styling experiences. Our dedicated team creates a relaxed and comfortable environment, catering to the individual needs of each client, including kids. With expertise in both traditional and contemporary styles, DreSlay guarantees exceptional quality at affordable prices. Trust us to treat your hair with the utmost care and attention to detail, ensuring a flawless and impeccable finish. Experience the excellence of haircare at DreSlay. Best Hair Dressers in Cincinnati. Book us on : https://dreslay.chrone.work/","United States, cincinnati, OH 45223",['Startup Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Highlands City Termite Removal Experts,https://www.termitecranberrytownship.com/,None,"Description:
	Highlands City Termite Removal Experts is the leading pest control service in Cranberry Township, PA, specializing in comprehensive termite treatment solutions. Highlands City Termite Removal Experts combine years of experience with state-of-the-art techniques to swiftly and effectively eliminate termites from residential and commercial properties. Trust Highlands City Termite Removal to safeguard your home or business from these destructive pests, ensuring long-lasting peace of mind.
Business hours:
	Mon-Fri: 6:00 am - 7:00 pm, Sat: 8:00 am - 4:00 pm, Sun: Closed
For more information, please contact us with the details below:
Contact Telephone:
	724-204-6234
Contact Email:
brandon@termitecranberrytownship.com","United States, Cranberry Twp, PA 16066",['Other'],None,None,None,2019/01/1,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Connext,https://www.connext.solutions,None,"We help companies build custom, dedicated support teams based on their exact needs. We handle the recruiting, HR, IT, facilities and provide co-management and consulting support along the way.
Connext was originally established in 2014 to address specific pain points we experienced in the traditional outsourcing model. The company has grown from a local business services provider to a booming global enterprise with a growth rate exceeding 80%. Since 2019, we have doubled our growth and now support middle-market companies across the United States and Europe.","United States, Honolulu, HI 96707",['Staffing / Employment Agencies'],Mature,None,None,2014/06/23,None,1 000,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
The Odd Pro,https://theoddpro.com/,None,"Odd Pro - Where Success Meets Support!
Are you ready to embrace success and take charge of your growth? At The Odd Pro, we're more than just support - we're your dedicated partners on the path to triumph. 
The Odd Pro is a dedicated support system that empowers individuals to achieve personal and professional success. We offer a comprehensive range of services, including therapy, mentoring, networking events, and emergency resources, tailored to help professionals, entrepreneurs, startup owners, students, and anyone seeking guidance and support.
Our Solutions:

Career Development: Excel in your career and reach new heights of success with expert guidance.
Personal Growth: Nurture emotional well-being and explore growth in a safe, supportive space.
Financial Management: Master essential skills to secure your future and manage finances wisely.
Education and Skill Development: Dive into a treasure trove of resources for continuous learning and improvement.
Transitioning to Adulthood: Tackle adulthood challenges confidently, with us having your back.
Balancing Priorities: Rely on our emergency resources and unwavering support during uncertain times.

Our Unique Perks:

Exclusive Discounts: Save up to 50% on travel, dining, and more - incredible savings await!
Engaging Networking Events: Connect, collaborate, and unlock exciting opportunities with like-minded individuals.

Why Choose The Odd Pro:

Affordable Membership starting at $25 only: Experience life-changing benefits for just $25 per month - accessible to all.
Dedicated Customer Service: Real-life agents providing prompt, personalized support.
Performance Tracking: Maximize your potential with effortless earnings monitoring through your affiliate dashboard.

Join Odd Pro now, and let success find its way to you!","United States, Las Vegas, NV 89147",['Other'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Falcon Services,https://callfalcon.com/,None,"Description:
	Falcon Service is a full-service electrical service company dedicated to providing high-quality and reliable solutions to our clients. With years of experience and a team of certified electricians, we strive to exceed customer expectations and deliver unparalleled service. Our mission is to deliver exceptional electrical services with a focus on safety, efficiency, and customer satisfaction.
Business Hours: 
	Mon-Fri: 08:00 - 17:00
	Sat-Sun: Closed
Payment Methods: 
	Cash, Visa, ATM / Debit, Mastercard, American Express, Discover
For more information, please contact us with the following details: 
Contact Telephone: 
	+1 503-208-4709","United States, Portland, OR 97225",['Other'],None,None,None,2013/01/1,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Too Conceited Hair Creations,https://conceited-hair-creations.chrone.work/,None,"Too Conceited Hair Creations, a premier hair salon in Houston, Texas, offers a wide range of services catered to your needs. Our skilled stylists, trained in the latest techniques, strive to create exceptional hairstyles that reflect your unique personality. Whether you're looking for elegant braids, flawless weaves, or stunning natural hairstyles, we have you covered. As experienced hair extension technicians, we can also provide you with luscious and voluminous hair that you've always dreamt of. At Too Conceited Hair Creations, we are dedicated to helping you achieve your hair goals and boost your confidence. Book now for a personalized and empowering hair experience that will leave you feeling fabulous. Best Hair Dressers and Stylists in Houston Book us on : https://conceited-hair-creations.chrone.work/","United States, Houston, TX 77057",['Startup Services'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
CoyAmore,https://www.coyamore.com,None,"CoyAmore is an innovative dating app specifically designed for introverts, providing a comfortable and inclusive platform for individuals who prefer a more introverted approach to dating. Our mission is to create meaningful connections while respecting and embracing the unique qualities of introverted individuals.
At the heart of CoyAmore lies a sophisticated matching algorithm, meticulously crafted based on the renowned concept of the five universal love languages. By incorporating these love languages into our algorithm, we ensure that our users find compatible matches who understand and appreciate their emotional needs and communication styles. Whether it's words of affirmation, acts of service, receiving gifts, quality time, or physical contact, CoyAmore's algorithm considers these aspects to foster deep and meaningful connections.
Understanding the anxieties and concerns that can accompany dating, especially for introverts, CoyAmore offers a variety of features tailored to address these specific needs. One such feature is our unique blind date option, which allows users to ask each other without fear of directly initiating themselves. This way, introverted individuals can explore potential connections at their own pace, building comfort and confidence before taking the next step.
Additionally, CoyAmore goes beyond being just a dating app. We aim to foster a supportive community for introverts, providing a space where they can connect with like-minded individuals and share experiences.","United States, Appleton, WI 54911",['Other'],Shipping,None,None,2022/03/2,None,5,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Redford Insulation LFL,https://www.insulationredford.com/,None,"No matter what type of property you own, home or business—it's important to have proper insulation installed in order to maximize energy efficiency.","United States, Redford,, MI 48240",['Other'],None,None,None,2008/07/7,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Vapor Cartridge Technology,https://vaporcartridgetechnology.com,None,"Vapor Cartridge Technology, VCT, is a patented and FDA approvable process for extracting essential oils and resins from cannabis and an FDA approvable device for delivering a pure and exact dose of the extracted oils/resins as a consistently reliable precise inhalable vapor. This cutting-edge technology once commercialized will deliver a pure and exact dose of inhalable vapor and will be far more cost effective than current methods in both medical and recreational markets.","United States, Stillwater, MN 55082",['Biotechnology / Chemicals'],None,None,None,None,None,None,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
Wadhwani & Shanfeld,https://www.wslaw.com/palmdale-bankruptcy-lawyer/,None,"Description:
	Our team at Wadhwani & Shanfeld will guide you with bankruptcy, as it is our firm's primary focus. We have in-depth knowledge of the laws, backed by years of experience helping clients manage debt. Please contact us to set up a consultation with a Palmdale bankruptcy lawyer, and read on for some information about what we do.
Business Hours: 
	Mon-Fri: 09:00 - 17:00
	Sat-Sun: Closed
For more information, please contact us with the following details: 
Contact Telephone: 
	+1 661-338-5569
Contact Email: 
greg@wslaw.com","United States, Palmdale, CA 93550",['Other'],None,None,None,None,None,10,None,1 1 0 1 1 1 1 0 0 1 0 1 0 0
